LastName,FirstName,Address1,Address2,City,State,Zip,Zip4,Email,HomePhone,MobilePhone,CoveredWeeks,LastStateWorked
Reinger,Flo,589 Marco Prairie,,New Brionna,SD,49132,,Flo.Reinger89@hotmail.com,6522606472,1056336877,13.14,CA
Baumbach,Julius,896 Lera Tunnel,,West Rebecabury,CT,74722,,Julius.Baumbach75@hotmail.com,5805277419,3019227868,4.57,CA
Towne,Johnson,752 Ebert Cliff,,New Vivienne,UT,57673,,Johnson_Towne@yahoo.com,7119316348,0649014101,11.43,CA
Hauck,Aisha,3562 Gerald Branch,,Port Sven,CA,33518,,Aisha_Hauck54@gmail.com,1210271357,2750926338,4.57,CA
Mueller,Maddison,414 Koepp Ridges,,Nikolasburgh,ME,36826,,Maddison_Mueller29@gmail.com,9312560776,1722195135,20.71,CA
Harvey,Chloe,43345 Alisa Rapids,,Lacyfurt,KS,61929,,Chloe_Harvey@yahoo.com,5778037183,2445423658,1.14,CA
Franecki,Leann,05614 Cletus Ridge,Suite 345,East Euniceberg,MD,77830,,Leann.Franecki@hotmail.com,,4154257722,5.14,CA
Jacobi,Kelley,764 Melvin Courts,,Port Guillermo,UT,17508,,Kelley.Jacobi@yahoo.com,1564549716,2233373955,21.43,CA
Johnson,Adan,96075 Nils Circle,,New Constantinville,IN,95246,1726,Adan.Johnson@hotmail.com,3206965000,9380124363,9.57,CA
Stehr,Alexane,8537 Jonathon Forks,Suite 623,East Karl,WY,38161,,Alexane_Stehr@gmail.com,,0548204911,3.57,ME
